order_id,store_id,business_day,daypart,service_mode,menu_item,menu_modifier,unit_quantity,unit_price,unit_discount,tax,total_amount,payment_type
(120670,401,'2025-06-28','Afternoon','Drive-Thru','Onion Rings','None',1,3.49,0,0.31,3.8,'Card'),
(120671,501,'2025-05-21','Late Night','Dine-In','French Fries','None',2,2.05,0,0.37,4.47,'Cash'),
(120672,101,'2025-07-04','Dinner','Drive-Thru','Chicken Sandwich Combo','Extra Cheese',1,8.82,0,0.61,9.93,'Card'),
(120673,401,'2025-06-25','Lunch','Takeout','Veggie Burger','None',2,5.11,0,0.82,11.04,'Card'),
(120674,202,'2025-06-13','Dinner','Dine-In','Chicken Sandwich Combo','None',1,8.29,0,0.54,8.83,'Card'),
(120675,501,'2025-05-23','Morning','Delivery','Latte','None',1,3.05,0,0.2,3.25,'MobilePay'),
(120676,403,'2025-04-23','Dinner','Drive-Thru','Cheeseburger Combo','None',1,7.93,0,0.52,8.45,'Card'),
(120677,201,'2025-06-11','Dinner','Drive-Thru','French Fries','None',2,3.14,0.31,0.51,6.48,'MobilePay'),
(120678,202,'2025-06-02','Dinner','Delivery','Spicy Chicken Combo','None',2,9.76,3.9,0.94,16.56,'GiftCard'),
(120679,102,'2025-04-23','Breakfast','Drive-Thru','Coffee','Almond Milk',1,2.14,0,0.26,3.1,'Cash'),
(120680,402,'2025-05-05','Dinner','Delivery','Cheeseburger Combo','None',1,8.85,0.88,0.56,8.53,'Card'),
(120681,202,'2025-07-20','Late Night','Delivery','Onion Rings','Small Size',1,2.82,0,0.19,2.71,'Card'),
(120682,202,'2025-06-05','Lunch','Drive-Thru','Chicken Sandwich Combo','Add Jalapenos',1,8.73,0,0.82,9.95,'GiftCard'),
(120683,102,'2025-07-01','Lunch','Dine-In','Double Cheeseburger Combo','None',1,10.23,0,0.61,10.84,'MobilePay'),
(120684,201,'2025-08-05','Lunch','Drive-Thru','Chicken Sandwich','Add Jalapenos',2,4.94,0,0.64,11.32,'Card'),
(120685,201,'2025-05-10','Morning','Drive-Thru','Latte','Almond Milk',2,3.42,0.82,0.7,8.12,'Card'),
(120686,102,'2025-05-01','Lunch','Delivery','Double Cheeseburger','None',1,5.64,0,0,6.05,'Card'),
(120687,402,'2025-07-16','Dinner','Drive-Thru','Cheeseburger Combo','None',1,8.3,0,0.62,8.92,'Cash'),
(120688,402,'2025-05-05','Breakfast','Takeout','Breakfast Burrito','None',1,3.92,0,0.29,4.21,'GiftCard'),
(120689,201,'2025-05-04','Dinner','Takeout','Chicken Sandwich Combo','None',1,9.21,0,0.64,9.85,'Card'),
(120690,103,'2025-06-04','Lunch','Drive-Thru','Chicken Sandwich','None',2,5.26,0,1.16,15.68,'Cash'),
(120691,401,'2025-05-04','Afternoon','Drive-Thru','Onion Rings','Small Size',3,3.47,0,0.57,10.08,'Card'),
(120692,101,'2025-04-30','Lunch','Takeout','Chicken Sandwich','Gluten-Free Bun',1,4.99,0,0.48,6.47,'Card'),
(120693,401,'2025-04-15','Afternoon','Dine-In','Onion Rings','None',1,3.31,0,0.26,3.57,'Cash'),
(120694,401,'2025-04-20','Dinner','Delivery','Cheeseburger Combo','None',1,8.79,0,0.84,9.63,'Card'),
(120695,301,'2025-06-24','Late Night','Takeout','Chicken Sandwich','Add Bacon',1,5.28,0,0.47,6.75,'Card'),
(120696,402,'2025-04-25','Dinner','Takeout','Soft Drink (Large),','Extra Ice',2,2.02,0,0.32,4.36,'Cash'),
(120697,403,'2025-06-05','Breakfast','Takeout','Hash Browns','None',1,1.64,0,0.15,1.79,'Cash'),
(120698,501,'2025-06-03','Lunch','Takeout','Chicken Sandwich Combo','No Pickles',1,9.45,0,0.71,10.16,'Card'),
(120699,201,'2025-05-28','Dinner','Delivery','Chicken Sandwich','None',1,5.32,0,0.51,5.83,'Card'),
(120700,301,'2025-04-13','Dinner','Dine-In','Soft Drink (Large),','None',3,1.94,0,0.35,6.17,'Card'),
(120701,402,'2025-04-22','Dinner','Takeout','Chicken Sandwich','None',1,5.77,0,0.6,6.87,'Card'),
(120702,301,'2025-07-14','Lunch','Takeout','Double Cheeseburger','None',1,5.45,0,0.46,5.91,'Card'),
(120703,202,'2025-05-12','Morning','Drive-Thru','Coffee','Almond Milk',1,1.61,0,0,0,'MobilePay'),
(120704,101,'2025-04-29','Breakfast','Drive-Thru','Sausage Biscuit','None',1,2.65,0,0.19,2.84,'Card'),
(120705,103,'2025-07-14','Breakfast','Takeout','Pancake Platter','None',1,5.19,1.04,0.25,4.4,'MobilePay'),
(120706,403,'2025-07-28','Breakfast','Dine-In','Egg Muffin','Cinnamon',3,2.92,0,0.86,9.92,'Card'),
(120707,202,'2025-05-17','Breakfast','Drive-Thru','Breakfast Burrito','No Cheese',1,4.18,0,0.29,4.47,'Card'),
(120708,102,'2025-07-08','Morning','Takeout','Soft Drink (Small),','Oat Milk',1,1.37,0,0.14,2.21,'Cash'),
(120709,401,'2025-04-30','Afternoon','Dine-In','Side Salad','None',1,3.21,0,0.29,3.5,'Card'),
(120710,201,'2025-07-07','Lunch','Dine-In','Chicken Nuggets (10pc),','None',2,5.06,0,0.91,11.03,'MobilePay'),
(120711,202,'2025-06-24','Breakfast','Drive-Thru','Hash Browns','Extra Egg',1,1.87,0,0.2,3.07,'Card'),
(120712,403,'2025-04-27','Morning','Delivery','Coffee','Oat Milk',1,1.78,0,0.24,2.72,'MobilePay'),
(120713,403,'2025-07-20','Breakfast','Drive-Thru','Hash Browns','No Cheese',1,1.97,0,0.17,2.14,'MobilePay'),
(120714,403,'2025-04-17','Late Night','Takeout','Cheeseburger','None',1,4.48,0,0.29,4.77,'MobilePay'),
(120715,201,'2025-07-20','Lunch','Dine-In','Cheeseburger','None',1,4.86,0,0.32,5.18,'MobilePay'),
(120716,202,'2025-08-08','Dinner','Takeout','Chicken Sandwich Combo','None',1,9.05,0,0.86,9.91,'Cash'),
(120717,301,'2025-08-04','Dinner','Dine-In','Cheeseburger Combo','None',1,8.57,0,0.77,9.34,'Cash'),
(120718,501,'2025-07-10','Dinner','Drive-Thru','Chicken Sandwich Combo','Gluten-Free Bun',2,8.81,0,1.47,21.09,'Card'),
(120719,101,'2025-04-28','Breakfast','Takeout','Pancake Platter','None',1,4.97,0,0.47,5.44,'Cash'),
(120720,101,'2025-05-26','Afternoon','Dine-In','French Fries','Extra Sauce',2,2.73,0,0.36,6.32,'GiftCard'),
(120721,401,'2025-05-21','Dinner','Dine-In','Cheeseburger','None',1,3.92,0,0.24,4.16,'Cash'),
(120722,201,'2025-05-01','Morning','Delivery','Egg Muffin','None',1,2.9,0,0.23,3.13,'Card'),
(120723,102,'2025-05-23','Lunch','Dine-In','Cheeseburger','None',1,4.74,0,0.4,5.14,'MobilePay'),
(120724,301,'2025-07-19','Dinner','Dine-In','Cheeseburger Combo','None',1,8.58,0,0.6,9.18,'Card'),
(120725,401,'2025-07-22','Dinner','Takeout','Double Cheeseburger','None',1,5.66,0,0.42,6.08,'MobilePay'),
(120726,201,'2025-05-16','Lunch','Dine-In','Chicken Sandwich','Extra Patty',1,5.4,0,0.44,7.84,'Cash'),
(120727,403,'2025-05-29','Lunch','Drive-Thru','Chicken Sandwich Combo','Extra Sauce',1,9.16,0,0.75,10.16,'Card'),
(120728,301,'2025-07-31','Lunch','Drive-Thru','Double Cheeseburger Combo','None',1,9.72,0,0.92,10.64,'Cash'),
(120729,301,'2025-05-19','Dinner','Delivery','Chicken Sandwich Combo','Extra Sauce',1,8.6,0,0.53,9.38,'Card'),
(120730,103,'2025-06-25','Breakfast','Drive-Thru','Coffee','Sugar-Free Syrup',1,1.93,0,0.16,2.39,'MobilePay'),
(120731,301,'2025-04-29','Morning','Takeout','Latte','None',1,3,0,0.24,3.24,'Cash'),
(120732,103,'2025-07-09','Dinner','Dine-In','Spicy Chicken Combo','None',1,9.49,0,0.81,10.3,'MobilePay'),
(120733,202,'2025-05-11','Lunch','Takeout','Veggie Burger','None',3,4.64,0,1.11,15.03,'Card'),
(120734,403,'2025-06-23','Breakfast','Drive-Thru','Egg Muffin','Extra Egg',1,3.5,0,0.36,4.86,'Card'),
(120735,201,'2025-07-28','Late Night','Drive-Thru','Onion Rings','None',1,3.27,0,0.27,3.24,'MobilePay'),
(120736,202,'2025-07-27','Dinner','Delivery','Double Cheeseburger','None',1,5.85,0,0.47,6.32,'Card'),
(120737,102,'2025-08-01','Afternoon','Dine-In','Soft Drink (Medium),','No Ice',1,1.82,0,0.16,1.98,'GiftCard'),
(120738,403,'2025-05-18','Breakfast','Drive-Thru','Breakfast Burrito','No Cheese',1,4.16,0,0.3,4.46,'Cash'),
(120739,402,'2025-05-30','Breakfast','Takeout','Coffee','Almond Milk',1,2.09,0,0.2,2.99,'GiftCard'),
(120740,301,'2025-06-02','Dinner','Takeout','Chicken Sandwich Combo','Extra Sauce',1,8.07,0,0.58,8.9,'Card'),
(120741,103,'2025-05-10','Dinner','Dine-In','Chicken Sandwich Combo','None',2,8.35,0,1.09,17.79,'Not Registered'),
(120742,103,'2025-04-26','Late Night','Drive-Thru','Double Cheeseburger','None',1,5.48,0,0.47,5.95,'Card'),
(120743,202,'2025-08-08','Lunch','Takeout','Chicken Sandwich','None',1,5.4,0,0.54,6.94,'MobilePay'),
(120744,102,'2025-04-16','Breakfast','Delivery','Coffee','Almond Milk',2,1.99,0,0.51,5.89,'Card'),
(120745,201,'2025-05-30','Late Night','Drive-Thru','French Fries','None',1,2.43,0,0.16,2.59,'Card'),
(120746,103,'2025-05-03','Lunch','Takeout','Double Cheeseburger Combo','None',1,10.08,1.01,0.73,9.8,'GiftCard'),
(120747,101,'2025-07-21','Lunch','Dine-In','Spicy Chicken Sandwich','No Pickles',2,5.35,1.07,0.91,10.54,'Cash'),
(120748,102,'2025-06-02','Lunch','Dine-In','Veggie Burger','None',1,5.03,0,0.43,5.46,'MobilePay'),
(120749,101,'2025-07-31','Afternoon','Drive-Thru','Milkshake','None',1,3.52,0,0.26,3.78,'MobilePay'),
(120750,103,'2025-04-19','Lunch','Dine-In','Soft Drink (Medium),','Extra Ice',2,1.66,0,0.2,3.52,'Cash'),
(120751,201,'2025-07-24','Late Night','Delivery','Onion Rings','None',1,2.76,0,0.26,3.27,'Card'),
(120752,501,'2025-06-11','Lunch','Dine-In','Cheeseburger Combo','None',1,8,0,0.68,8.68,'Card'),
(120753,403,'2025-04-11','Lunch','Dine-In','Chicken Sandwich','None',1,5.78,0,0.42,6.2,'Cash'),
(120754,402,'2025-04-12','Lunch','Drive-Thru','Cheeseburger','None',1,4.17,0,0.33,4.5,'Card'),
(120755,102,'2025-04-15','Lunch','Drive-Thru','Spicy Chicken Combo','None',1,10.61,0,0.74,11.35,'Card'),
(120756,402,'2025-07-05','Afternoon','Dine-In','Ice Cream Cone','Caramel Topping',1,1.7,0,0.19,2.39,'Card'),
(120757,301,'2025-05-27','Dinner','Dine-In','Spicy Chicken Combo','None',1,9.38,1.41,0.52,8.49,'Card'),
(120758,201,'2025-06-29','Late Night','Drive-Thru','French Fries','Large Size',1,2.4,0,0.21,3.21,'Card'),
(120759,101,'2025-04-16','Lunch','Dine-In','Cheeseburger Combo','None',1,8.84,0,0.8,9.64,'Card'),
(120760,101,'2025-08-07','Dinner','Drive-Thru','Cheeseburger','None',1,4.3,0,0.41,4.71,'Card'),
(120761,202,'2025-06-08','Lunch','Drive-Thru','Cheeseburger','None',1,4.53,0,0.29,4.82,'MobilePay'),
(120762,102,'2025-04-29','Breakfast','Drive-Thru','Egg Muffin','Extra Egg',1,3.88,0,0.44,5.32,'Card'),
(120763,103,'2025-05-06','Morning','Delivery','Bottled Water','Light Ice',1,1.43,0.21,0.12,1.34,'Card'),
(120764,402,'2025-05-15','Lunch','Takeout','Soft Drink (Medium),','None',2,1.84,0,0.27,3.95,'Card'),
(120765,201,'2025-05-20','Breakfast','Takeout','Hash Browns','None',1,1.75,0,0.1,1.85,'Cash'),
(120766,102,'2025-04-16','Lunch','Drive-Thru','Double Cheeseburger Combo','None',1,9.97,0,0.65,10.62,'Card'),
(120767,102,'2025-05-08','Afternoon','Delivery','Soft Drink (Medium),','Extra Ice',1,1.89,0,0.14,2.03,'Card'),
(120768,401,'2025-04-16','Lunch','Dine-In','Cheeseburger Combo','None',1,8.18,0,0.57,8.75,'Not Registered'),
(120769,501,'2025-07-13','Late Night','Delivery','Double Cheeseburger','None',1,6.5,0,0.62,7.12,'Card'),
(120770,103,'2025-05-16','Lunch','Dine-In','Cheeseburger Combo','None',1,8.84,0,0.64,9.48,'Not Registered'),
(120771,501,'2025-07-25','Lunch','Dine-In','Spicy Chicken Combo','None',1,9.01,0,0.54,9.55,'Card'),
(120772,301,'2025-04-16','Afternoon','Takeout','French Fries','None',1,2.82,0,0.2,3.02,'Cash'),
(120773,101,'2025-04-19','Lunch','Dine-In','Cheeseburger Combo','None',2,8.98,0,1.35,19.31,'Card'),
(120774,301,'2025-08-02','Dinner','Delivery','Double Cheeseburger Combo','None',1,10.3,0,0.82,11.12,'Card'),
(120775,201,'2025-05-25','Late Night','Dine-In','French Fries','Small Size',2,2.2,0,0.23,4.03,'MobilePay'),
(120776,401,'2025-06-11','Breakfast','Takeout','Breakfast Burrito','None',2,3.56,0,0.52,7.64,'Card'),
(120777,102,'2025-06-29','Breakfast','Dine-In','Sausage Biscuit','None',1,2.98,0,0.21,3.19,'MobilePay'),
(120778,501,'2025-06-05','Breakfast','Drive-Thru','Soft Drink (Small),','None',1,1.53,0,0.11,1.64,'Card'),
(120779,102,'2025-06-01','Lunch','Delivery','Double Cheeseburger','None',1,6,0,0.39,6.39,'Card'),
(120780,101,'2025-04-24','Breakfast','Dine-In','Hash Browns','None',2,1.93,0,0.31,4.17,'Card'),
(120781,101,'2025-05-12','Afternoon','Dine-In','French Fries','Large Size',1,2.26,0.43,0.23,2.66,'Cash'),
(120782,501,'2025-05-30','Lunch','Dine-In','Chicken Sandwich Combo','None',1,9.18,0,0.6,9.78,'Card'),
(120783,401,'2025-07-26','Morning','Dine-In','Coffee','Almond Milk',1,2.01,0,0.2,2.91,'MobilePay'),
(120784,501,'2025-04-24','Dinner','Dine-In','Double Cheeseburger Combo','None',1,10.27,0,0.87,11.14,'Card'),
(120785,402,'2025-07-04','Afternoon','Dine-In','Chicken Nuggets (6pc),','None',1,4.01,0.6,0.2,3.61,'Card'),
(120786,201,'2025-06-16','Afternoon','Dine-In','Chicken Nuggets (6pc),','None',2,3.95,0,0.59,8.49,'Card'),
(120787,101,'2025-04-12','Dinner','Dine-In','Cheeseburger Combo','None',1,8.72,0,0.52,9.24,'Cash'),
(120788,401,'2025-06-07','Breakfast','Takeout','Breakfast Burrito','None',1,3.72,0,0.28,4,'GiftCard'),
(120789,201,'2025-06-13','Morning','Drive-Thru','Bottled Water','Sugar-Free Syrup',1,1.3,0,0.1,1.7,'Cash'),
(120790,301,'2025-06-23','Afternoon','Dine-In','Onion Rings','None',1,3.26,0,0.26,3.52,'Cash'),
(120791,401,'2025-06-15','Lunch','Drive-Thru','Spicy Chicken Sandwich','Add Jalapenos',2,5.72,0,0.73,12.97,'Card'),
(120792,103,'2025-05-28','Dinner','Dine-In','Double Cheeseburger','None',1,5.85,0,0.35,6.2,'Cash'),
(120793,201,'2025-05-01','Afternoon','Takeout','Onion Rings','Extra Sauce',1,2.78,0,0.26,3.29,'MobilePay'),
(120794,201,'2025-04-17','Dinner','Drive-Thru','Spicy Chicken Sandwich','Gluten-Free Bun',2,5.23,0,0.81,13.27,'Cash'),
(120795,102,'2025-06-13','Breakfast','Drive-Thru','Breakfast Burrito','None',1,4,0,0.36,4.36,'Card'),
(120796,301,'2025-05-12','Breakfast','Takeout','Egg Muffin','Sausage Patty',2,3.23,0,0.53,9.39,'Cash'),
(120797,102,'2025-05-09','Breakfast','Dine-In','Sausage Biscuit','Cinnamon',1,3.21,0,0.3,3.61,'Card'),
(120798,101,'2025-06-14','Dinner','Takeout','Cheeseburger Combo','None',1,8.5,0.43,0.77,8.84,'Cash'),
(120799,301,'2025-05-14','Lunch','Dine-In','Cheeseburger','None',1,4.5,0,0.38,4.88,'Card'),
(120800,201,'2025-04-28','Dinner','Dine-In','Onion Rings','None',1,3.41,0,0.31,3.97,'Cash'),
(120801,402,'2025-06-15','Breakfast','Dine-In','Latte','None',1,3.11,0,0.24,3.65,'Card'),
(120802,403,'2025-07-07','Lunch','Delivery','Double Cheeseburger','None',1,5.78,0,0.49,6.27,'Card'),
(120803,501,'2025-07-02','Lunch','Dine-In','Chicken Sandwich','Extra Patty',1,5.22,1.44,0.55,6.33,'Card'),
(120804,403,'2025-05-04','Breakfast','Drive-Thru','Egg Muffin','Cinnamon',2,3.13,0,0.47,6.93,'Card'),
(120805,401,'2025-05-16','Breakfast','Takeout','Latte','Light Ice',1,3.16,0,0.3,3.46,'Cash'),
(120806,202,'2025-07-31','Lunch','Takeout','Spicy Chicken Combo','None',1,9.4,1.41,0.68,8.67,'Cash'),
(120807,501,'2025-07-01','Lunch','Takeout','Spicy Chicken Combo','None',2,9.05,0,1.27,19.37,'MobilePay'),
(120808,102,'2025-07-06','Morning','Takeout','Chicken Nuggets (6pc),','None',1,4.05,0,0.3,4.35,'Card'),
(120809,201,'2025-04-18','Dinner','Delivery','Spicy Chicken Combo','None',1,8.84,0,0.8,9.64,'Card'),
(120810,201,'2025-05-20','Afternoon','Takeout','French Fries','None',3,2.59,0,0.62,8.39,'Card'),
(120811,401,'2025-07-16','Breakfast','Takeout','Breakfast Burrito','None',1,3.63,0,0.22,3.85,'GiftCard'),
(120812,301,'2025-07-17','Breakfast','Drive-Thru','Latte','None',1,3.6,0,0.23,3.83,'Card'),
(120813,101,'2025-05-22','Breakfast','Takeout','Pancake Platter','None',2,5.06,0,0.91,13.43,'Card'),
(120814,401,'2025-05-23','Morning','Takeout','Chicken Nuggets (6pc),','None',1,4,0,0.34,4.34,'Cash'),
(120815,102,'2025-05-16','Breakfast','Drive-Thru','Breakfast Burrito','None',2,3.37,0,0.61,7.35,'Cash'),
(120816,403,'2025-07-14','Dinner','Drive-Thru','Cheeseburger','None',1,4.58,0,0.33,4.91,'Card'),
(120817,401,'2025-06-30','Morning','Dine-In','Coffee','Sugar-Free Syrup',2,2.07,0,0.34,5.08,'Card'),
(120818,301,'2025-06-08','Lunch','Drive-Thru','Chicken Sandwich','None',1,5.42,0,0.49,5.91,'Card'),
(120819,201,'2025-06-22','Dinner','Dine-In','Chicken Sandwich','None',1,5.78,0.93,0.47,5.72,'Cash'),
(120820,401,'2025-06-04','Lunch','Dine-In','Spicy Chicken Combo','None',2,9.03,0,1.26,19.32,'Card'),
(120821,201,'2025-07-31','Afternoon','Dine-In','Soft Drink (Medium),','Oat Milk',2,1.86,0,0.36,5.48,'MobilePay'),
(120822,202,'2025-08-07','Lunch','Dine-In','French Fries','None',1,3.29,0,0.25,3.54,'Card'),
(120823,501,'2025-08-01','Dinner','Dine-In','Cheeseburger Combo','None',1,8.31,0,0.79,9.1,'Card'),
(120824,401,'2025-06-03','Dinner','Drive-Thru','Cheeseburger','None',3,4.34,0,0.85,13.87,'Card'),
(120825,201,'2025-07-13','Dinner','Drive-Thru','Chicken Sandwich Combo','None',1,9.72,0,0.7,10.42,'Card'),
(120826,402,'2025-07-14','Lunch','Drive-Thru','Double Cheeseburger','None',1,6.4,0,0.51,6.91,'Card'),
(120827,301,'2025-05-31','Dinner','Drive-Thru','Cheeseburger','None',1,4.32,0,0.26,4.58,'Cash'),
(120828,201,'2025-06-23','Afternoon','Takeout','Onion Rings','None',1,3.02,0,0.2,3.22,'Cash'),
(120829,403,'2025-05-29','Dinner','Drive-Thru','Spicy Chicken Combo','None',1,9.15,0,0.66,9.81,'Card'),
(120830,103,'2025-05-29','Morning','Drive-Thru','Soft Drink (Medium),','None',3,1.63,0.24,0.33,4.98,'Card'),
(120831,103,'2025-06-07','Dinner','Takeout','Chicken Sandwich Combo','Extra Patty',2,8.53,0,2,23.06,'MobilePay'),
(120832,103,'2025-04-25','Afternoon','Delivery','Bottled Water','None',1,1.36,0,0.1,1.46,'MobilePay'),
(120833,501,'2025-04-21','Lunch','Dine-In','Double Cheeseburger Combo','None',1,9.61,0,0.62,10.23,'Card'),
(120834,202,'2025-07-20','Breakfast','Drive-Thru','Soft Drink (Small),','None',1,1.54,0,0.13,1.67,'Cash'),
(120835,402,'2025-06-20','Dinner','Drive-Thru','Chicken Sandwich Combo','None',1,9.11,0,0.77,9.88,'Card'),
(120836,401,'2025-07-29','Lunch','Takeout','Spicy Chicken Sandwich','No Sauce',1,6.23,0.62,0.42,6.03,'Card'),
(120837,201,'2025-04-17','Dinner','Dine-In','Chicken Sandwich Combo','Spicy',1,8.49,1.27,0.51,7.73,'Cash'),
(120838,101,'2025-06-27','Lunch','Drive-Thru','Cheeseburger Combo','None',1,8.98,0,0.65,9.63,'Card'),
(120839,103,'2025-08-02','Breakfast','Dine-In','Egg Muffin','Sausage Patty',1,3.19,0,0.32,4.71,'GiftCard'),
(120840,403,'2025-07-02','Dinner','Delivery','Cheeseburger Combo','None',1,8.47,0,0.64,9.11,'Card'),
(120841,301,'2025-04-27','Lunch','Takeout','Chicken Nuggets (10pc),','None',2,5.21,1.04,0.7,10.08,'Card'),
(120842,201,'2025-06-07','Lunch','Drive-Thru','Double Cheeseburger Combo','None',1,9.43,0,0.75,10.18,'Card'),
(120843,103,'2025-05-17','Lunch','Drive-Thru','Chicken Sandwich Combo','Extra Sauce',1,9.18,0,0.57,10,'GiftCard'),
(120844,101,'2025-08-07','Lunch','Drive-Thru','French Fries','Extra Sauce',3,2.69,0,0.64,9.46,'Card'),
(120845,101,'2025-05-16','Dinner','Dine-In','Chicken Sandwich','Add Bacon',1,5.57,0,0.43,7,'Card'),
(120846,403,'2025-05-08','Dinner','Delivery','Chicken Sandwich Combo','Add Jalapenos',1,9.13,0,0.69,10.22,'Card'),
(120847,101,'2025-07-30','Afternoon','Drive-Thru','Chicken Nuggets (10pc),','None',1,5.81,0,0.44,6.25,'Card'),
(120848,202,'2025-06-01','Lunch','Drive-Thru','Cheeseburger','None',1,4.28,0,0.32,4.6,'MobilePay'),
(120849,403,'2025-07-25','Lunch','Dine-In','Double Cheeseburger Combo','None',1,9.72,0,0.73,10.45,'Card'),
(120850,102,'2025-06-27','Breakfast','Drive-Thru','Apple Pie','None',1,1.51,0,0.17,2.18,'Card'),
(120851,402,'2025-05-06','Dinner','Drive-Thru','Double Cheeseburger Combo','None',1,9.71,0,0.78,10.49,'MobilePay'),
(120852,301,'2025-06-17','Afternoon','Drive-Thru','Chicken Nuggets (6pc),','None',1,3.58,0,0.23,3.81,'MobilePay'),
(120853,102,'2025-08-05','Afternoon','Takeout','French Fries','Large Size',3,2.98,0,0.75,11.49,'MobilePay'),
(120854,102,'2025-06-24','Late Night','Drive-Thru','Cheeseburger','None',1,4.96,0.5,0.42,4.88,'Card'),
(120855,301,'2025-07-25','Lunch','Takeout','Cheeseburger','None',1,4.3,0,0.28,4.58,'Card'),
(120856,403,'2025-07-28','Afternoon','Dine-In','Onion Rings','No Sauce',2,2.9,0,0.38,6.18,'MobilePay'),
(120857,301,'2025-07-27','Lunch','Drive-Thru','Chicken Sandwich','None',1,5.56,0,0.36,5.92,'Not Registered'),
(120858,403,'2025-06-18','Morning','Drive-Thru','Egg Muffin','Cinnamon',1,3.1,0.32,0.24,3.12,'Card'),
(120859,501,'2025-07-09','Lunch','Dine-In','Cheeseburger','None',1,4.7,0,0.33,5.03,'Cash'),
(120860,101,'2025-07-09','Morning','Delivery','Coffee','Oat Milk',1,1.93,0,0.17,2.8,'Not Registered'),
(120861,102,'2025-06-29','Dinner','Takeout','Spicy Chicken Combo','None',1,8.53,0,0.62,9.15,'Card'),
(120862,401,'2025-08-09','Breakfast','Dine-In','Egg Muffin','None',1,3.63,0,0.36,5.19,'MobilePay'),
(120863,403,'2025-06-12','Breakfast','Dine-In','Latte','Sugar-Free Syrup',1,3.69,0,0.36,4.35,'Not Registered'),
(120864,403,'2025-04-12','Lunch','Drive-Thru','Spicy Chicken Combo','None',1,8.98,0,0.76,9.74,'Card'),
(120865,201,'2025-05-16','Dinner','Drive-Thru','Iced Tea','None',1,1.84,0,0.15,1.99,'Card'),
(120866,202,'2025-07-06','Afternoon','Takeout','Iced Tea','No Ice',1,1.93,0,0.14,2.07,'MobilePay'),
(120867,402,'2025-05-30','Morning','Dine-In','Coffee','None',1,1.96,0,0.13,2.09,'MobilePay'),
(120868,201,'2025-07-28','Morning','Drive-Thru','Chicken Nuggets (6pc),','None',2,3.9,0,0.51,8.31,'Card'),
(120869,403,'2025-04-11','Dinner','Delivery','Spicy Chicken Combo','None',1,10.3,0,0.75,11.05,'Card'),
(120870,501,'2025-06-16','Morning','Drive-Thru','Coffee','None',1,1.85,0,0.18,2.73,'Card'),
(120871,201,'2025-07-03','Morning','Takeout','Coffee','Almond Milk',1,1.73,0,0.18,2.61,'Cash'),
(120872,401,'2025-06-23','Breakfast','Drive-Thru','Egg Muffin','No Cheese',1,2.9,0,0.25,3.15,'MobilePay'),
(120873,403,'2025-04-12','Late Night','Takeout','French Fries','Extra Sauce',1,2.43,0,0.24,2.92,'GiftCard'),
(120874,101,'2025-07-03','Morning','Takeout','Soft Drink (Medium),','Light Ice',3,1.74,0,0.5,5.72,'Card'),
(120875,103,'2025-07-17','Breakfast','Drive-Thru','Egg Muffin','Extra Egg',1,3.69,0,0.38,5.07,'Card'),
(120876,101,'2025-04-23','Lunch','Drive-Thru','Cheeseburger','None',1,4.32,0,0.41,4.73,'Cash'),
(120877,301,'2025-05-04','Breakfast','Drive-Thru','Latte','None',1,3.3,0,0.21,3.51,'Cash'),
(120878,403,'2025-08-02','Afternoon','Dine-In','Onion Rings','Large Size',2,3.14,0,0.56,8.04,'Card'),
(120879,501,'2025-07-04','Lunch','None','French Fries','None',1,2.98,0.6,0.21,2.59,'Card'),
(120880,202,'2025-06-22','Dinner','Dine-In','Spicy Chicken Sandwich','None',1,6.61,0,0.56,7.17,'Cash'),
(120881,301,'2025-07-19','Lunch','Takeout','Cheeseburger Combo','None',1,8.22,0,0.78,9,'Card'),
(120882,403,'2025-08-01','Morning','Dine-In','Bottled Water','No Ice',2,1.4,0,0.17,2.97,'Card'),
(120883,402,'2025-04-12','Lunch','Takeout','Cheeseburger Combo','None',1,9.01,0,0.59,9.6,'Cash'),
(120884,202,'2025-07-20','Lunch','Takeout','Veggie Burger','None',1,5.48,0,0.44,6.32,'Cash'),
(120885,401,'2025-05-05','Breakfast','Drive-Thru','Sausage Biscuit','None',1,3.5,0,0.25,3.75,'Card'),
(120886,401,'2025-04-30','Lunch','Takeout','Chicken Sandwich Combo','No Pickles',1,9.28,0,0.74,10.02,'GiftCard'),
(120887,103,'2025-04-25','Lunch','Dine-In','Chicken Sandwich Combo','Gluten-Free Bun',1,8.81,0,0.71,10.52,'Card'),
(120888,102,'2025-07-12','Lunch','Dine-In','Cheeseburger Combo','None',2,8.79,0,1.05,18.63,'Cash'),
(120889,201,'2025-05-19','Breakfast','Drive-Thru','Coffee','Oat Milk',1,2.11,0,0.22,3.03,'MobilePay'),
(120890,403,'2025-08-08','Dinner','Dine-In','Chicken Sandwich Combo','None',1,9.4,0,0.89,10.29,'MobilePay'),
(120891,202,'2025-04-26','Dinner','Takeout','Chicken Sandwich Combo','None',1,9.24,0,0.65,9.89,'Card'),
(120892,501,'2025-06-01','Lunch','Takeout','French Fries','Extra Sauce',1,2.94,0,0.22,3.41,'Card'),
(120893,301,'2025-07-31','Lunch','Dine-In','Double Cheeseburger Combo','None',1,10.57,0,0.63,11.2,'Cash'),
(120894,401,'2025-04-30','Lunch','Dine-In','Cheeseburger Combo','None',2,9.18,0,1.1,19.46,'Cash'),
